park_code,price_type,cost,fee_type,pass_category,description,id 
romo,fee,30.00,Entrance - Private Vehicle,,1-Day Vehicle Entrance Pass. This pass is valid for one private vehicle to enter RMNP for one day only. All passengers inside the vehicle are covered. Park entrance passes may be purchased in person at any of the park's entrance stations or in advance online at www.recreation.gov.,0FED94AF-B4CD-4E83-9699-B326254A76C2
romo,fee,35.00,Entrance - Private Vehicle,,7-Day Vehicle Entrance Pass. This vehicle entrance pass is valid for one vehicle to enter RMNP for 7 consecutive days. All passengers inside the vehicle are covered. Park entrance passes may be purchased in person at the any of the park's entrance stations or in advance online at www.recreation.gov.,16D2F4C6-D046-4C6D-BD5E-5972F33DEB88
romo,fee,15.00,Entrance - Per Person,,"1-Day Per Person Entrance Pass. This park entrance fee is for individuals, walk-ins, bicycles, and non-commercial groups to enter RMNP for 1-day only. Park entrance passes may be purchased in person at the any of the park's entrance stations or in advance online at www.recreation.gov.",2DBD99B9-98DA-47DF-8210-7193FD1E189B
romo,fee,25.00,Entrance - Motorcycle,,1-Day Motorcycle Entrance Pass. This pass is valid for one private motorcycle to enter RMNP for one day only. One pass is good for one motorcycle (including all riders). Park entrance passes may be purchased in person at the any of the park's entrance stations or in advance online at www.recreation.gov.,6C8D2C40-5678-4F12-8825-07DA79209B96
romo,fee,30.00,Entrance - Motorcycle,,7-Day Motorcycle Entrance Pass. This park entrance pass is valid for one motorcycle to enter RMNP for 7 consecutive days (including all riders). Park entrance passes may be purchased in person at the any of the park's entrance stations or in advance online at www.recreation.gov.,C31B9F3F-45E8-4DD7-BE69-D0F238807FF6
romo,fee,20.00,Entrance - Per Person,,"7-Day Per Person Entrance Pass. This park entrance fee is for individuals, walk-ins, bicycles, and non-commercial groups to enter RMNP for 7 consecutive days. Park entrance passes may be purchased in person at the any of the park's entrance stations or in advance online at www.recreation.gov.",DEC92F33-0288-4D7E-8D93-38840A13C6A6
romo,pass,70.00,,Annual Entrance - Park,RMNP Park-specific Annual Pass. This park pass is valid for entry to RMNP only for 1 year. One pass is good for one passholder and may be used in any personal vehicle. Park entrance passes may be purchased in person at the any of the park's entrance stations or in advance online at www.recreation.gov.,0206B10E-19F0-4A00-97DC-BA7537AA7D51
safr,fee,15.00,Entrance - Per Person,,"Credit/Debit cards preferred for payment.

Entrance to the ships is free for supervised children 15 years of age and younger.

$15 Individual Entry Pass - valid 1 through 7 days
Per person fee for visitors to the historic ships. Non-transferable. Valid for San Francisco Maritime National Historical Park.",C6353AAC-0ADE-4997-8A1A-DF0DD16F5C82
saga,fee,10.00,Entrance - Per Person,,Entrance fee to park grounds for people aged 16 and over. Kids aged 15 and younger are free. Valid for seven days. Fees collected 9am-4pm.,F0823FFA-1333-430E-8FC6-03E6348F0BF0
saga,pass,40.00,,Annual Entrance - Park,Valid for cardholder and up to three others when cardholder is present.,8320D9CB-1137-4C28-A391-B3A4AA245171
sagu,fee,25.00,Entrance - Private Vehicle,,"The vehicle entrance pass is sold in the form of a dated register receipt and admits one privately owned, non-commercial vehicle into Saguaro National Park. This includes passenger cars, trucks, vans, recreational vehicles, campers, or converted buses used for private, recreational purposes.",5AD0A145-53CF-4B72-91C0-D72253DFA52B
sagu,fee,15.00,Entrance - Per Person,,"Individuals entering the park by means other than a motor vehicle may purchase individual entrance passes. This includes hikers, horseback riders and bicyclists. The individual entrance fee is charged to anyone 16 years of age or older.",0017F3FC-94E1-42BA-A406-ACA24CCC493C
sagu,fee,20.00,Entrance - Motorcycle,,"This fee is charged per-vehicle upon entrance, regardless of the number of riders. An Annual Pass will cover two motorcycles traveling together if the two people who signed that pass are on different motorcycles. A Lifetime Pass (such as the Access or Senior Pass) with one signature line will only cover one motorcycle.",8851098E-BA01-4CA6-83DC-B1CA65383BBE
sagu,pass,45.00,,Annual Entrance - Park,"This pass covers up to 4 adults (anyone over the age of 16) or everyone in a single, non-commercial, vehicle. Is accepted in both districts of the park.",B3D0799F-8305-4573-8DBC-32A9B190AC85
sahi,fee,15.00,Timed Entry Reservation - Location,,Tickets for the Theodore Roosevelt House must be purchased in advance using Recreation.gov.  Adult tickets cost $15. Tickets for passholders and children 15 and under cost $1. All persons need a ticket to enter the Theodore Roosevelt House.,3891EBC7-266C-4B27-B8E2-79CE4C079B3B
sahi,pass,45.00,,Annual Entrance - Park,Pass covers guided tour of the Theodore Roosevelt House fees only at Sagamore Hill National Historic Site. Pass allows one passholder to print and sign their name and is valid for 12 months through the month of purchase. Pass covers the passholder and three additional adults (16 and over) when purchasing guide tour tickets of the Theodore Roosevelt House.,CBBD6E68-2B59-496B-9838-4EEBCF6C949F
saju,fee,10.00,Entrance - Per Person,,"Valid for 24 hours, valid for both fortifications",65649702-D539-4BF4-80C6-18F1117B7C54
seki,fee,35.00,Entrance - Private Vehicle,,This pass is valid for 1-7 days and includes everyone traveling in a single vehicle for Sequoia & Kings Canyon National Parks and Hume Lake District of Sequoia National Forest/Giant Sequoia National Monument.,0224B504-30C8-4A51-88EB-BFAF4A34AC3C
seki,fee,20.00,Entrance - Per Person,,This entry fee is for a single person traveling on foot or by bicycle. It is valid for 1-7 days in Sequoia & Kings Canyon National Parks and Hume Lake District of Sequoia National Forest/Giant Sequoia National Monument.,E2D2660F-3F49-4927-A985-289C84A1AE6E
seki,fee,30.00,Entrance - Motorcycle,,"This pass is valid for 1-7 days and includes everyone traveling on a motorcycle, scooter, or similar motorized vehicle for Sequoia & Kings Canyon National Parks and Hume Lake District of Sequoia National Forest/Giant Sequoia National Monument.",3F11D87F-2C9B-47C7-8F7A-4D38D3A10E64
seki,fee,20.00,Entrance - Non-commercial Groups,,"Non-commercial groups traveling in vehicles that have a capacity of up to 15 passengers pay a $35 vehicle entrance fee or use a park pass. Groups traveling in a bus or vehicle with a capacity of 16 persons or more are charged $20 per person, up to the maximums listed for commercial groups with comparable passenger capacity ($100 or $200). People 15 years old or younger, anyone with a pass that may be used for park entry, and drivers hired for transportation only are exempt from the per person fee.",14CF5CC8-26BE-4058-9496-9033F1D0D680
seki,fee,75.00,Commercial Entrance - Van,,"This entrance fee is for commercial tours of vehicles with a seating capacity of 7-15 people that has been packaged, priced, or sold for leisure or recreational purposes by an organization that realizes financial gain through the provision of the service. This fee is based on the seating capacity of the vehicle and not the actual number of passengers. Passenger ages or entrance passes do not affect the price.",C7E8BFCB-9ED2-4366-92E7-2B6AB0D5A4A9
seki,fee,100.00,Commercial Entrance - Mini-bus,,"This entrance fee is for commercial tours of vehicles with a seating capacity of 16-25 people that has been packaged, priced, or sold for leisure or recreational purposes by an organization that realizes financial gain through the provision of the service. This fee is based on the seating capacity of the vehicle and not the actual number of passengers. Passenger ages or entrance passes do not affect the price.",0FB4033A-6F44-46D7-8A5A-293FDD6A5CA5
seki,fee,200.00,Commercial Entrance - Motor Coach,,"This entrance fee is for commercial tours of vehicles with a seating capacity of 26 or more people that has been packaged, priced, or sold for leisure or recreational purposes by an organization that realizes financial gain through the provision of the service. This fee is based on the seating capacity of the vehicle and not the actual number of passengers. Passenger ages or entrance passes do not affect the price.",C3A31AA3-5865-4C77-BF48-5A250D1F14C9
seki,fee,25.00,Commercial Entrance - Sedan,,"The charge for vehicles with a seating capacity of 1-6 passengers is $25, plus $20 per passenger, with a maximum total fee of $75. This entrance fee is for commercial tours of one or more people traveling on an itinerary that has been packaged, priced, or sold for leisure or recreational purposes by an organization that realizes financial gain through the provision of the service. Passenger ages or entrance passes do not affect the price.",D4154484-401C-43B4-BA68-75BEE89CCFA6
seki,fee,20.00,Commercial Entrance - Per Person,,"The per person fee for vehicles with a seating capacity of 1-6 passengers is $20, plus $25 per vehicle, with a maximum total fee of $75. This entrance fee is for commercial tours of one or more people traveling on an itinerary that has been packaged, priced, or sold for leisure or recreational purposes by an organization that realizes financial gain through the provision of the service. Passenger ages or entrance passes do not affect the price.",090CB0E3-C1E7-443B-A666-56B93E0F392F
seki,pass,70.00,,Annual Entrance - Park,This pass is valid for Sequoia & Kings Canyon National Parks and Hume Lake Ranger District of Sequoia National Forest/Giant Sequoia National Monument for one year from the month of purchase. The pass admits all passengers in a private vehicle and is non-transferable.,43BA4917-F2C5-4B0D-99FB-B40BF356D2FE
shen,fee,30.00,Entrance - Private Vehicle,,"Unlimited entry for one vehicle and all passengers for seven consecutive days, beginning on the day of purchase. Vehicles must be private, noncommercial, and with a seating capacity of 15 or less.",18ABFF1C-DF99-4886-90B9-D7E638139B11
shen,fee,25.00,Entrance - Motorcycle,,"Entry for one motorcycle and one passenger for seven consecutive days, beginning on the day of purchase.",A0473B1B-2EAF-4468-B3D2-A97362ECB15D
shen,fee,15.00,Entrance - Per Person,,"Entry for walk-up or bicycling visitors, when 16 years of age or older (children under 16 are admitted for free). Includes entering the Park by all means other than a private, non-commercial vehicle. A family traveling together shall pay no more than the vehicle fee.",D9CEA578-7725-42EF-845B-1590D6F37D76
shen,fee,25.00,Commercial Entrance - Sedan,,The total cost is calculated: $25 + $10 per passenger.,3EAF7AF3-E4B5-4840-BF2B-74E1C0E6F22B
shen,fee,10.00,Commercial Entrance - Per Person,,This fee is for commercial use between 1-6 passengers (sedan). The total cost is calculated: $25 for the vehicle + $10 per passenger.,15A292F7-A194-4301-943F-7DEC0C35C8B9
shen,fee,75.00,Commercial Entrance - Van,,"Based upon the total capacity of a vehicle that can carry 7-15 passengers, regardless of the actual number of passengers.",F5EC6EE2-5B77-47B4-BE9A-796A9B1B64E8
shen,fee,100.00,Commercial Entrance - Mini-bus,,"Based upon the total capacity of a vehicle that can carry 16-25 passengers, regardless of the actual number of passengers.",C09EF461-CEA9-4EE0-A0F3-E34D184FCCF9
shen,fee,200.00,Commercial Entrance - Motor Coach,,"Based upon the total capacity of a vehicle that can carry 26 or more passengers, regardless of the actual number of passengers.",9D78A020-EC36-4537-8BE9-89B0FC6B8013
shen,fee,0.00,Entrance - Education/Academic Groups,,"National Park Service regulations allow school groups and other approved national and international academic institutions to obtain a waiver of Park entrance fees, provided that visit is for educational or scientific purposes, and the resources or facilities that the group intends to use, support those purposes. Request an academic fee waiver through the education section of our website.",E26A947B-2F68-4C15-A123-C98804840DD5
shen,fee,15.00,Entrance - Non-commercial Groups,,Fee is calculated per person for anyone 16 years of age or older (children under 16 are admitted for free). Groups will not be charged more than the equivalent commercial group fee.,E2850D72-7593-41B7-AE55-0F4DE923E097
shen,pass,55.00,,Annual Entrance - Park,"Provides unlimited entry for one year to the pass holder and passengers in the same vehicle, not to exceed 4 total adults. Children under 16 are admitted for free and are not included in this total. Purchase online or at any of our entrance stations.",1186FC79-03AB-4D26-BC85-A7D729FC3498
slbe,fee,25.00,Commercial Entrance - Sedan,,"Sedan
1-6 Person Capacity
$25.00 + $10.00 Per Person 16 years or older (up to a maximum of $40.00)",B0C4A637-A5EC-4CFF-A21C-C1EF8B4AE020
slbe,fee,40.00,Commercial Entrance - Van,,"Van
7-15 Person Capacity
$40.00",93829C26-EE6D-4C7F-BF19-54ED27FB8AD5
slbe,fee,40.00,Commercial Entrance - Mini-bus,,"Mini Bus
16-25 Person Capacity
$40.00",F0EEB45C-F09A-478D-867A-F93103CE1184
slbe,fee,100.00,Commercial Entrance - Motor Coach,,"Motorcoach
26+ Person Capacity
$100.00",7F60D043-EE1B-4C26-B966-FFD238E37B2D
slbe,fee,25.00,Entrance - Private Vehicle,,Entrance pass - vehicle 1-7 day.,23CA06F3-3B34-4CCA-8731-22D06E064012
slbe,pass,45.00,,Annual Entrance - Park,Sleeping Bear Dunes Annual Pass,256CEFAD-C0A4-46C9-91BB-93EF677029AD
stli,fee,0.00,Timed Entry Reservation - Location,,"General Admission tickets are our most widely available ticket. Visitors will have access to both islands, including entry to both the Statue of Liberty Museum and the Ellis Island National Museum of Immigration. This is the only ticket available when crown and pedestal reservations are full. General Admission tickets do not get you access inside the statue or pedestal.",7EE82687-B474-4DC6-B270-6F55BD6CE866
stli,fee,0.00,Timed Entry Reservation - Location,,"Pedestal tickets are limited and reservations are required. Pedestal tickets allow visitors to access up to the top of the pedestal, which includes lower pedestal levels. These are purchased online only through Statue City Cruises.",988AC3BA-90D7-4DC6-8FD2-4488F944494C
stli,fee,0.00,Timed Entry Reservation - Location,,"Crown tickets are limited and reservations are required. Crown tickets allow visitors to access the crown of the statue, which includes a walk up 162 steps from the feet of the statue to the crown. There is no elevator access to the crown. These are purchased online only through Statue City Cruises.",382CD615-F1A1-4477-BD7C-21634DF3BDD4
sucr,fee,25.00,Entrance - Private Vehicle,,"This pass covers the pass holder and up to 15 passengers of a single, private (non-commercial) vehicle at both Sunset Crater Volcano and Wupatki National Monuments for 1-7 days.",FFCD1190-DE46-4784-B617-A92D39F640A5
sucr,fee,20.00,Entrance - Motorcycle,,Admits the passholder and passenger of one motorcycle to both Sunset Crater and Wupatki National Monument for 1-7 days.,7EA56D85-20A5-41BF-A82E-13D3DEEE0D3E
sucr,fee,15.00,Entrance - Per Person,,"Admits one individual bicyclist, hiker, or pedestrian visiting the facility without a private vehicle. Good for both Sunset Crater and Wupatki National Monuments for 1-7 days. A pass is not required for individuals 15 or younger.",01709AF6-C8E4-4053-982F-A253D16F7F0C
sucr,fee,15.00,Entrance - Non-commercial Groups,,The per person fee is charged for non-commercial groups up to the point that it exceeds the cost of the commercial rate for the same size vehicle.,F6229A1A-57CC-4748-8C16-A0393B1F31FE
sucr,fee,0.00,Entrance - Education/Academic Groups,,Bona fide educational institutions visiting for non-recreational purposes whose visit pertains directly to established curriculum are exempt from paying entry fees. Apply for an educational fee waiver at least 4 weeks in advance by submitting an educational fee waiver. Please see the below link to access the waiver.,0860C3DF-67C7-47D0-B255-C8366F10D87B
sucr,fee,28.00,Commercial Entrance - Sedan,,"Covers occupants of a vehicle with an occupancy of 1-6 individuals at Sunset Crater, Wupatki, and Walnut Canyon for 1 day. A commercial group is defined as a group that is entering for the purpose of providing commercial tour services within the unit. A commercial group consists of one or more persons traveling on an itinerary that has been packaged, priced, or sold for leisure/recreational purpose by an organization that realizes financial gain through the provision of the service.",8E487EC2-2336-4997-A176-5FA4779EDC7B
sucr,fee,40.00,Commercial Entrance - Van,,"Covers occupants of a vehicle with an occupancy of 7-15 individuals at Sunset Crater, Wupatki, and Walnut Canyon for 1 day. A commercial group is defined as a group that is entering for the purpose of providing commercial tour services within the unit. A commercial group consists of one or more persons traveling on an itinerary that has been packaged, priced, or sold for leisure/recreational purpose by an organization that realizes financial gain through the provision of the service.",2727E21F-6295-4908-872D-CC47AAD5289C
sucr,fee,100.00,Commercial Entrance - Motor Coach,,"Covers occupants of a vehicle with an occupancy of 16+ individuals at Sunset Crater, Wupatki, and Walnut Canyon for 1 day. A commercial group is defined as a group that is entering for the purpose of providing commercial tour services within the unit. A commercial group consists of one or more persons traveling on an itinerary that has been packaged, priced, or sold for leisure/recreational purpose by an organization that realizes financial gain through the provision of the service.",FA65A7DE-4D3D-4F58-9190-F4758CB0189F
sucr,pass,45.00,,Annual Entrance - Park,"Admits the passholder, passenger of one motorcycle, or occupants of a single, non-commercial vehicle at Sunset Crater Volcano, Walnut Canyon, and Wupatki National Monuments for 1 year.",DED87186-B5B1-4F27-B41C-B3CCAFEEA739
thro,fee,30.00,Entrance - Private Vehicle,,"Valid for 7 days for all persons traveling in a single, private, non-commercial vehicle.",9E38E074-C6BA-4DB1-ACCD-95B3C736CABD
thro,fee,25.00,Entrance - Motorcycle,,"Valid for 7 days for all persons traveling on a single, non-commercial motorcycle.",67BBCA00-F682-459D-803B-2619DD8A3A41
thro,fee,15.00,Entrance - Per Person,,"Valid for 7 days for a visitor traveling on foot, bicycle, horse, or other non-motorized means of travel.",02A43FBF-5748-437F-A999-083556D183E7
thro,fee,50.00,Commercial Entrance - Van,,"Based upon the total capacity of a vehicle that can carry 7-15 passengers, regardless of the actual number of passengers. A commercial tour is defined as consisting of one or more persons traveling on an itinerary that has been packaged, priced, or sold for leisure or recreational purposes by an organization that realizes financial gain through the provision of the service. Pass is good for seven days as long as it's the same passenger group.",7E2D4495-84AD-4FFD-AF91-24DEC47A5886
thro,fee,60.00,Commercial Entrance - Mini-bus,,"Based upon the total capacity of a vehicle that can carry 16-25 passengers, regardless of the actual number of passengers. A commercial tour is defined as consisting of one or more persons traveling on an itinerary that has been packaged, priced, or sold for leisure or recreational purposes by an organization that realizes financial gain through the provision of the service. Pass is good for seven days as long as it's the same passenger group.",70B04705-8F9B-4D05-B1BD-9F243E72E381
thro,fee,150.00,Commercial Entrance - Motor Coach,,"Based upon the total capacity of a vehicle that can carry 26 or more passengers, regardless of the actual number of passengers. A commercial tour is defined as consisting of one or more persons traveling on an itinerary that has been packaged, priced, or sold for leisure or recreational purposes by an organization that realizes financial gain through the provision of the service. Pass is good for seven days as long as it's the same passenger group.",09EA4A84-4440-4E1A-A73A-33CC08631C26
thro,pass,55.00,,Annual Entrance - Park,"The Theodore Roosevelt National Park Annual Park Pass is valid for one year from month of purchase. The pass admits the purchaser and passengers in a single, private, non-commercial vehicle, or the pass holder and his/her immediate family (spouse, children, parents) when entry is by other means (foot, bicycle).",8BCF328F-4125-4CA5-9EDC-D94FB122A78D
tica,fee,12.00,Timed Entry Reservation - Location,,"Open seasonally depending on weather. Caves cannot be accessed without a ticket. Tickets are between $2.00 and $12.00 depending on age and are 50% off for the passholder only with a Senior or Access Pass.
This tour spends 55 minutes inside of the cave system with a ranger walking along a 1/3 mile trail. There are multiple stairs and places you must bend and twist. Visitors on this tour will see Hansen Cave, Middle Cave, and Timpanogos Cave.",61779F2F-2CBC-4210-A479-54AF942ABD7A
tica,fee,17.00,Timed Entry Reservation - Location,,"Open seasonally depending on weather. Caves cannot be accessed without a ticket. 
Spend an hour inside the Timpanogos Cave System with a ranger on a lantern guided tour. Discover what early explorers experienced as they traveled through the dark passages of the cave. Hear stories of early exploration and marvel at the cave’s geology by the glow of your lantern and experience the caves in a way that hasn't been done in decades.

This tour is limited to those 7 years of age and older.",B3176096-19F3-44D3-BCC3-8DBC249FE925
tica,fee,22.00,Timed Entry Reservation - Location,,"Open seasonally depending on weather. Caves cannot be accessed without a ticket. With a helmet and headlamp you are ready to experience Hansen Cave in its natural state. With a ranger, you'll scramble and sometimes even crawl on the trail leading to Hansen Cave Lake, along the same route Martin Hansen conducted tours in the late 1800s. The tour is considered strenuous. Must be 14 years of age or older to participate.",C3EA03BB-CFC1-43D7-BB2C-2E0467C858E8
tont,fee,10.00,Entrance - Per Person,,Tonto National Monument charges a fee to all visitors hiking to the Lower or Upper Cliff Dwelling. Tour reservations are required to visit the Upper Cliff Dwelling. The Lower Cliff Dwelling is open September through May 8:00 am to 4:00 pm and June through August 8:00 am to noon. Credit and Debit only,286BB950-6C5B-47CD-8120-F9A52ECE5EA8
tont,fee,0.00,Entrance - Education/Academic Groups,,Education groups may be granted an educational fee waiver. All requests and documentation must be submitted at least 2 weeks in advance of the school's planned visit.,BD3A51C7-F510-47DF-994D-52386A7F53C5
tuma,fee,10.00,Entrance - Per Person,,The park entrance fee is $10.00 per adult (age 16 or older) and is good for 7 days. The entrance pass is valid for seven days.,5AFD53C2-059C-47F6-90B3-6D43685C7CD2
tuma,fee,0.00,Entrance - Education/Academic Groups,,Accredited school groups coming for educational purposes are exempt from the normal entrance fees.,CCF48CE9-6D0A-4EAB-B9E7-366863CBB3DD
tuma,pass,35.00,,Annual Entrance - Park,The annual pass at Tumacácori is valid for one year from the date of purchase.,5DC2823C-1BAD-48D1-B28B-F3DAF8D84231
tuzi,fee,10.00,Entrance - Per Person,,"Tuzigoot Entrance Fee - Per Adult - $10.00

This entrance fee covers one adult, aged 16 and over, for entrance to Montezuma Castle and Tuzigoot National Monuments for 7 days.",912BC6B0-46D5-4012-9C80-2D5B3D4BADA1
tuzi,pass,35.00,,Annual Entrance - Park,"$35 annual pass, good for one (1) year.
Will cover the entrance fee at both Montezuma Castle and Tuzigoot National Monuments.
Available to everyone; good for card holder plus 3 adult guests.
Can be obtained in person at Montezuma Castle National Monument, Tuzigoot National Monument, or online at Recreation.gov.
Passes are NON-REFUNDABLE, NON-TRANSFERABLE, and cannot be replaced if lost or stolen.",46F155F2-00B3-40DF-97BF-13A6A8A79F1A
vama,fee,15.00,Entrance - Per Person,,Entrance to the Vanderbilt Mansion is by guided tour only.,E63C12D8-F817-4FC2-9840-B567CBF8FDE9
vama,pass,45.00,,Annual Entrance - Park,The Roosevelt-Vanderbilt 2024 Annual Pass is valid for Entrance Fee at Roosevelt-Vanderbilt NHS for Entrance Fee only for pass holder and three persons (16 or older) when per person fees are charged.  The pass is valid for one year from the date of purchase.,3F6456CF-0E24-4F70-A12D-ECAC825201DF
vick,fee,20.00,Entrance - Private Vehicle,,"This pass admits the driver and all passengers in a private, non-commercial vehicle to the park.",41903F54-9B43-420F-84CC-899D3381F252
vick,fee,15.00,Entrance - Motorcycle,,"Good for 7 days 

You are purchasing a digital site pass that is valid only for weekly entrance fees at Vicksburg National Military Park. The park requires all visitors to pay an entrance fee except children under 16 years of age. The pass covers entry for one motorcycle and passenger.",18A03840-45D7-4F71-86D3-E767EC30EA87
vick,fee,10.00,Entrance - Per Person,,"Good for 7 days 

You are purchasing a digital site pass that is valid only for weekly entrance fees at Vicksburg National Military Park. The park requires all visitors to pay an entrance fee except children under 16 years of age.  The pass covers entry for one pedestrian or cyclist.",AA84EA8E-9976-494B-A38F-08BEB982F549
vick,pass,35.00,,Annual Entrance - Park,"Good for 12 months from the date of purchase 
The pass covers unlimited entry for one vehicle and passengers.",18425E56-9978-404F-A5C3-5FC21B7C626B
waca,fee,25.00,Entrance - Private Vehicle,,"This pass covers the pass holder and up to 15 passengers of a single, private (non-commercial) vehicle at Walnut Canyon National Monuments for 1-7 days.",64EB7CE9-5977-48CF-AA6A-FC52E7455AF7
waca,fee,20.00,Entrance - Motorcycle,,Admits the passholder and passenger of one motorcycle to Walnut Canyon National Monument for 1-7 days.,D9E7A1C3-AF4D-4018-814F-1E229079C0C4
waca,fee,15.00,Entrance - Per Person,,"Admits one individual bicyclist, hiker, or pedestrian visiting the facility without a private vehicle. Good for Walnut Canyon National Monument for 1-7 days. A pass is not required for individuals 15 or younger.",FDA39AFA-D435-42E5-A8AF-9A4C85CCE47A
waca,fee,15.00,Entrance - Non-commercial Groups,,Non-commercial groups pay the per person fee up until the cost exceeds that of the commercial rate for the same size vehicle.,1D8EC0C5-94D4-4EBF-84AE-2795E3EB1BF8
waca,fee,0.00,Entrance - Education/Academic Groups,,Bona fide educational institutions visiting for non-recreational purposes whose visit pertains directly to established curriculum are exempt from paying entry fees. Apply for an educational fee waiver at least 4 weeks in advance by submitting an educational fee waiver. Please see the below link to access the waiver.,2FCDCB34-F410-43AD-9BDD-A822341FB1B9
waca,fee,28.00,Commercial Entrance - Sedan,,"Covers occupants of a vehicle with an occupancy of 1-6 individuals at Sunset Crater, Wupatki, and Walnut Canyon for 1 day. A commercial group is defined as a group that is entering for the purpose of providing commercial tour services within the unit. A commercial group consists of one or more persons traveling on an itinerary that has been packaged, priced, or sold for leisure/recreational purpose by an organization that realizes financial gain through the provision of the service.",8B1EE17D-1E11-4DCE-8C47-E148064694F9
waca,fee,40.00,Commercial Entrance - Van,,"Covers occupants of a vehicle with an occupancy of 7-15 individuals at Sunset Crater, Wupatki, and Walnut Canyon for 1 day. A commercial group is defined as a group that is entering for the purpose of providing commercial tour services within the unit. A commercial group consists of one or more persons traveling on an itinerary that has been packaged, priced, or sold for leisure/recreational purpose by an organization that realizes financial gain through the provision of the service.",24CF9A27-5236-4D23-BE4B-28E71846A4E1
waca,fee,100.00,Commercial Entrance - Motor Coach,,"Covers occupants of a vehicle with an occupancy of 16+ individuals at Sunset Crater, Wupatki, and Walnut Canyon for 1 day. A commercial group is defined as a group that is entering for the purpose of providing commercial tour services within the unit. A commercial group consists of one or more persons traveling on an itinerary that has been packaged, priced, or sold for leisure/recreational purpose by an organization that realizes financial gain through the provision of the service.",DD5F3AFD-885F-4FD1-BF4C-C433316078F6
waca,pass,45.00,,Annual Entrance - Park,"Admits the passholder, passenger of one motorcycle, or occupants of a single, non-commercial vehicle at Sunset Crater Volcano, Walnut Canyon, and Wupatki National Monuments for 1 year.",1F9C8B7B-0DA0-4274-A5E3-6E1F34C65034
wamo,fee,1.00,Timed Entry Reservation - Park,,"Advance reservations open 30 days before the tour date. Additional reservations open 24 hours in advance of the tour date. Advance reservations carry a $1 non-refundable processing fee. Free, same-day, walk-up reservations are available at the Washington Monument Lodge starting at 8:45 am. Maximum 6 tickets per customer. Tickets typically sell out.
Group tours must reserve in advance at recreation.gov, maximum 55 tickets. Same-day tickets are not available for group tours.",DF1B5599-976E-4B97-8D7C-C0A2ECA733FA
whis,fee,15.00,Entrance - Per Person,,Park Entrance is $15 per person and is good for 7 days.,7DCFF050-F67E-481E-B216-EF6450564A75
whis,fee,25.00,Entrance - Private Vehicle,,Park Entrance is $25 per vehicle and is good for 7 days.,EC4F9345-0296-441A-9BB0-E2CBEC70E7D5
whis,fee,20.00,Entrance - Motorcycle,,Park entrance for motorcycles is $20 per motorcycles and is good for 7 days.,19E3BD28-5F8B-4B1D-9D48-E7FBA7F4B19B
whis,pass,55.00,,Annual Entrance - Park,"Valid at Whiskeytown National Recreation Area, Lassen Volcanic National Park, Crater Lake National Park, and Lava Beds National Monument for twelve months from the date of purchase, for unlimited visits to all four parks. It admits the pass holder and any accompanying persons in a single, private, non-commercial vehicle, or the pass holder and 3 others when entry is by other means (bicycle and foot).

This pass covers entrance fees only and is not refundable and/or transferable.",09F139BF-38AB-4A4F-BA3F-01B2C1A081E1
whsa,fee,25.00,Entrance - Private Vehicle,,"Per vehicle fee is charged to visitors for entry by a single, private non-commercial vehicle. Entrance fees are valid for reentry for seven consecutive days from the date of purchase.",9C469572-A7F5-4783-91B3-9FF475E87D7A
whsa,fee,15.00,Entrance - Per Person,,"Per person fee is charged to visitors for entry by means other than a single, private non-commercial vehicle. This includes, but is not limited to, individuals who enter the park by walking and bicycling. Entrance fees are valid for reentry for seven consecutive days from the date of purchase.",23603F01-5294-4C93-9D31-990403D39E95
whsa,fee,20.00,Entrance - Motorcycle,,Entrance fees are valid for entry for seven consecutive days from the date of purchase.,22CF2639-6E33-4234-8A50-25F4C0AE31B1
whsa,fee,50.00,Commercial Entrance - Van,,Commercial bus/van tours are charged a flat rate based on the capacity of the vehicle (not the number of persons on board).,33C9E118-FB3D-42A4-B231-FA8DD41CD112
whsa,fee,60.00,Commercial Entrance - Mini-bus,,Commercial bus/van tours are charged a flat rate based on the capacity of the vehicle (not the number of persons on board).,458C668D-F392-4762-84F4-CEE8EF4F48A4
whsa,fee,150.00,Commercial Entrance - Motor Coach,,Commercial bus/van tours are charged a flat rate based on the capacity of the vehicle (not the number of persons on board).,97CBF5AE-E01F-410F-9D8B-D912F1BA9805
whsa,pass,45.00,,Annual Entrance - Park,"This pass admits the pass holder and three persons (16 years and older) in a private non-commercial vehicle into the park for free for a period of one year from month of purchase. It can only be purchased at the entrance station to White Sands National Park. This pass does not apply to special use fees, such as camping and interpretive program fees.",93C8AA2D-22B7-49B3-9B0E-0AF3125943E8
wrbr,fee,10.00,Entrance - Per Person,,"Fee is charged per-person, NOT per vehicle. Ages 15 and younger are free of charge.",F4BFD95F-8042-488C-83BF-3ED143C4D7B8
wrbr,fee,25.00,Commercial Entrance - Sedan,,$25 plus $7 per person.  Sedans have a capacity of 1-6 people.,72509A83-A71E-4E52-9D42-DA8242566F0B
wrbr,fee,40.00,Commercial Entrance - Van,,A flat fee for all Van/ Small Bus with a seating capacity of 7-16 passengers,BA043CB2-50E4-4B8B-9DF8-1B9FC32B5987
wrbr,fee,40.00,Commercial Entrance - Mini-bus,,Fee is charged for any commercial vehicle with a capacity of 16-25 individuals.,24BC1317-F06E-4F39-9286-4DBDEA446D7D
