wheelchair,latitude,longitude,accomm_type,state,name,street,house_number,city,website,phone 
yes,-83.2440068,42.5810444,hotel,MI,The Kingsley Bloomfield Hills - a DoubleTree by Hilton,Woodward Avenue,39475,Bloomfield Hills,https://www.hilton.com/en/hotels/dtwbhdt-the-kingsley-bloomfield-hills/,+1 248-644-1400
yes,-97.5231918,33.6948839,hotel,TX,Texas Kings Hotel,Broad Street,104,Saint Jo,,
yes,-83.7407261,32.6604733,hotel,GA,Holiday Inn Express & Suites,Holiday Court,102,Byron,https://www.ihg.com/holidayinnexpress/hotels/us/en/byron/byrga/hoteldetail,
yes,-83.7415405,32.659961,hotel,GA,Comfort Suites,Dunbar Road,103,Byron,https://www.choicehotels.com/georgia/byron/comfort-suites-hotels/ga659,+1 478-654-1186
yes,-97.6783071,30.6540054,hotel,TX,Days Inn by Wyndham Georgetown,North Interstate 35,333,Georgetown,https://www.wyndhamhotels.com/days-inn/georgetown-texas/days-inn-georgetown-tx/overview?CID=LC:DI:20160927:RIO:Local:SM-diwsct&iata=00093796,+1 512-591-0732
limited,-81.8007024,26.1750736,hotel,FL,Best Western Naples Inn & Suites,9th Street North,2329,Naples,https://www.bestwestern.com/en_US/book/hotels-in-naples/best-western-naples-inn-suites/propertyCode.10151.html,+1 239-261-1148
yes,-105.1296168,39.7296129,hotel,CO,TownePlace Suites Denver West/Federal Center,Tabor Street,800,Golden,https://www.marriott.com/hotels/travel/dentk-towneplace-suites-denver-west-federal-center/,+1 303-232-7790
yes,-79.297692,36.0671959,hotel,NC,Fairfield Inn & Suites Mebane,Spring Forest Drive,111,Mebane,https://www.marriott.com/rdufm,+1 919-568-8500
limited,-93.3218254,44.8829876,hotel,MN,Homewood Suites Edina Minneapolis,York Avenue South,6600,Edina,https://homewoodsuites3.hilton.com/en/hotels/minnesota/homewood-suites-by-hilton-edina-minneapolis-MSPEIHW/index.html,+1-952-926-0224
yes,-97.9899206,29.8258399,hotel,TX,Residence Inn San Marcos,Commercial Loop,625,San Marcos,https://www.marriott.com/en-us/hotels/ausdm-residence-inn-san-marcos,+1 512-812-0044
yes,-97.5153754,35.4616196,hotel,OK,Omni Hotel,Oklahoma City Boulevard,100,Oklahoma City,https://www.omnihotels.com/hotels/oklahoma-city,
yes,-109.5500861,38.5754748,hotel,UT,Homewood Suites by Hilton Moab,North Main Street,132,Moab,,
yes,-94.8097968,39.8154553,hotel,MO,Holiday Inn Express & Suites St. Joseph,N. Village Drive,3600,St. Joseph,https://www.ihg.com/holidayinnexpress/hotels/us/en/st-joseph/sjres/hoteldetail,+1 816-232-2500
yes,-90.5275143,38.7783271,hotel,MO,Candlewood Suites St. Louis - St. Charles,Zumbehl Road,1800,Saint Charles,https://www.ihg.com/candlewood/hotels/us/en/st-charles/stlom/hoteldetail,+1-636-949-6800
yes,-88.1155193,30.64707,hotel,AL,Tru by Hilton Mobile,Satchel Paige Drive,1492,Mobile,https://www.hilton.com/en/hotels/mobgbru-tru-mobile/,+1 251-385-5660
yes,-93.2831192,36.6180955,hotel,MO,The Ozarker Lodge,Historic Highway 165,995,Branson,https://www.theozarkerlodge.com/,+1-417-348-1683
yes,-90.3709245,38.4628755,hotel,MO,Best Western St. Louis Inn,Heimos Industrial Park Drive,6224,"Saint Louis,",https://www.bestwestern.com/en_US/book/hotels-in-saint-louis/best-western-st-louis-inn/propertyCode.26163.html,+1 314-416-7639
yes,-93.2363448,44.8500715,hotel,MN,Tru by Hilton Minneapolis Mall of America,East Old Shakopee Road,2415,Bloomington,https://www.hilton.com/en/hotels/mspruru-tru-minneapolis-mall-of-america/,+1 952-213-4782
yes,-111.9865281,33.4550009,hotel,AZ,Hampton Inn Phoenix-Airport North,North 44th Street,601,Phoenix,https://www.hilton.com/en/hotels/phxaphx-hampton-phoenix-airport-north/,+1 602-267-0606
yes,-122.412263,37.7879207,hotel,CA,The Andrews Hotel,Post Street,624,San Francisco,https://www.andrewshotel.com/,+1-800-926-3739
yes,-86.6971195,36.2235169,hotel,TN,Best Western Suites near Opryland,Music City Circle,201,Nashville,https://www.bestwestern.com/en_US/book/hotels-in-nashville/best-western-suites-near-opryland/propertyCode.43134.html,+1 615-902-9940
yes,-97.497457,35.34756,hotel,OK,SpringHill Suites Oklahoma City Moore,,,Moore,https://www.marriott.com/okcmo,+1 405-759-2600
yes,-73.9846208,40.8838284,hotel,NJ,Crowne Plaza,S. Van Brunt Street,401,Englewood,https://www.ihg.com/crowneplaza/hotels/us/en/englewood/engnj/hoteldetail,201-8712020
yes,-80.3421882,25.6861912,hotel,FL,Hilton Miami Dadeland,North Kendall Drive,9100,Miami,https://www.hilton.com/en/hotels/miadahh-hilton-miami-dadeland/,+1-786-975-1920
yes,-86.6929534,36.1461024,hotel,TN,Sonesta Nashville Airport,Marriott Drive,600,Nashville,https://www.sonesta.com/sonesta-hotels-resorts/tn/nashville/sonesta-nashville-airport/,+1-615-889-9300
yes,-86.8184998,36.1095905,hotel,TN,Hilton Nashville Green Hills,Cleghorn Avenue,3801,Nashville,https://www.hilton.com/en/hotels/bnagrhh-hilton-nashville-green-hills/,+1-615-297-9979
yes,-86.8188895,36.1089105,hotel,TN,Residence Inn Nashville Green Hills,Cleghorn Avenue,3807,Nashville,https://www.marriott.com/hotels/travel/bnagn-residence-inn-nashville-green-hills/,+1 615-279-1414
yes,-94.0146325,44.1875944,hotel,MN,Days Inn,Range Street,1285,Mankato,http://daysinnmankato.com,+1 507-387-3332
yes,-86.1140941,30.3122257,apartment,FL,BeachCrest Condominiums,County Highway 30A,3768,Santa Rosa Beach,http://beachcrestofseagrovebeachflorida.com/,+1 (850) 231-5898
yes,-74.496405,40.4488501,hotel,NJ,Holiday Inn Express & Suites North Brunswick,US Highway 1,2095,North Brunswick,https://www.ihg.com/holidayinnexpress/hotels/us/en/north-brunswick/nbkse/hoteldetail,+1 732-940-4321
yes,-119.9538509,46.9234291,camp_site,,Sand Hollow Campground - Walk-in,,,,https://www.grantpud.org/visit-us,
yes,-119.9530543,46.9221049,camp_site,,Sand Hollow Campground,,,,https://www.grantpud.org/visit-us,
yes,-77.3988413,34.7810997,hotel,NC,Fairfield Inn & Suites by Marriott Jacksonville,Circuit Lane,121,Jacksonville,https://www.marriott.com/hotels/travel/oajfi-fairfield-inn-and-suites-jacksonville/,+1 910-938-4499
yes,-78.8228483,35.8551122,hotel,NC,Four Points by Sheraton Raleigh Durham Airport,Claren Circle,1200,Morrisville,,
yes,-77.8920701,34.0344808,hotel,NC,Hampton Inn & Suites Carolina Beach Oceanfront,Harper Avenue,1,Carolina Beach,https://www.hilton.com/en/hotels/ilmhahx-hampton-suites-carolina-beach-oceanfront/,+1 910-707-1770
yes,-111.8359708,41.7729388,hotel,UT,Holiday Inn Express & Suites Logan,North Main Street,2235,Logan;North Logan,,
limited,-88.9416073,41.7941752,apartment,IL,,South Viking Vie,141,Lee,,
yes,-77.3998847,34.7813961,hotel,NC,Sleep Inn & Suites Jacksonville Near Camp Lejeune,Circuit Lane,129,Jacksonville,https://www.choicehotels.com/north-carolina/jacksonville/suburban-hotels,+1 910-478-0099
yes,-117.9906554,33.7641342,hotel,,Best Western Palm Garden Inn,Beach Boulevard,13659,Westminster,https://www.bestwestern.com/en_US/book/hotels-in-westminster/best-western-palm-garden-inn/propertyCode.05652.html,+1 714-373-3200
yes,-159.4434792,21.8718712,hotel,HI,The Point at Poipu,Peʻe Road,1613,Koloa,https://www.pointatpoipuresort.com/,+1-808-742-1888
yes,-104.7700476,39.5566856,hotel,CO,Hampton Inn & Suites Parker,East Cottonwood Drive,19010,Parker,https://www.hilton.com/en/hotels/denpahx-hampton-suites-parker/,+1 303-841-2977
limited,-93.3465292,37.242873,hotel,MO,La Quinta Inn & Suites Springfield Airport Plaza,North Airport Plaza Avenue,2445,Springfield,https://www.wyndhamhotels.com/laquinta/springfield-missouri/la-quinta-springfield-airport-plaza/overview,+1 417-447-4466
yes,-78.9075215,33.6675261,hotel,SC,Sandcastle Oceanfront Resort South Beach,South Ocean Boulevard,2207,Myrtle Beach,https://www.sandcastlesouthbeach.com/,+1-800-809-7263
yes,-72.9127114,41.6535193,hotel,CT,DoubleTree by Hilton Hotel Bristol,Century Drive,42,Bristol,http://www.doubletreebristol.com/,+1 860-589-7766
yes,-97.7047141,30.2979344,hotel,TX,Origin Hotel,McBee Street,1825,Austin,https://www.originhotel.com/hotels/austin,+15128611140
yes,-84.56669,34.0123546,hotel,GA,Comfort Inn Kennesaw,George Busbee Parkway,2489,Kennesaw,https://www.choicehotels.com/georgia/kennesaw/comfort-inn-hotels/ga408,+1 770-499-9200
limited,-117.6932007,34.3900923,camp_site,CA,Table Mountain Campground,Table Mountain Road,Top of,Wrightwood,,
yes,-72.7687489,41.528065,hotel,CT,Red Roof Inn,Bee Street,10,Meriden,,
yes,-86.7584644,33.5475223,hotel,AL,Ramada Birmingham Airport,Messer Airport Highway,5216,Birmingham,https://www.wyndhamhotels.com/ramada/birmingham-alabama/ramada-birmingham-airport-birmingham/overview,+1 205-719-1656
yes,-121.9153858,48.9020362,camp_site,,Douglas Fir Campground,,,,https://www.fs.usda.gov/recarea/mbs/recarea/?recid=17580,
yes,-84.9344551,32.5491899,hotel,,Homewood Suites,,,,,
yes,-122.7655835,40.8860838,camp_site,,Alpine View Campground,,,,https://www.fs.usda.gov/recarea/stnf/recarea/?recid=6474,
yes,-84.9751021,32.5379882,hotel,GA,Hilton Garden Inn,Bradley Lake Boulevard,1500,Columbus,https://www.hilton.com/en/hotels/csgghgi-hilton-garden-inn-columbus/,+1 706-660-1000
yes,-97.4604244,27.7577642,hotel,TX,Fairfield Inn & Suites,South Padre Island Drive,522,Corpus Christi,https://www.marriott.com/hotels/travel/crpfw-fairfield-inn-and-suites-corpus-christi-central/,+1 361-317-1300
yes,-97.7416275,30.2793395,hotel,TX,Hilton Garden Inn,West 17th Street,301,Austin,https://www.hilton.com/en/hotels/ausaugi-hilton-garden-inn-austin-university-capitol-district/,+1 512-319-3333
yes,-86.5757325,34.6703059,hotel,AL,Hampton Inn & Suites,Boulevard South Southwest,501,Huntsville,https://www.hilton.com/en/hotels/hsvalhx-hampton-huntsville-arsenal-south-pkway/,+1 256-882-2228
yes,-83.4361705,35.4612586,camp_site,,Deep Creek Campground,,,,,
yes,-84.2905877,30.4346536,hotel,FL,Hampton,Railroad Avenue,824,Tallahassee,https://www.hilton.com/en/hotels/tlhtchx-hampton-suites-tallahassee-capitol-university/,+1 850-692-7150
yes,-86.0821513,42.8110784,hotel,MI,Staybridge Suites Holland,James Street,12170,Holland,,+1 616-394-0600
yes,-84.2903194,30.4360618,hotel,FL,Residence Inn Tallahassee Universities at the Capitol,West Gaines Street,600,Tallahassee,https://www.marriott.com/hotels/travel/tlhdt-residence-inn-tallahassee-universities-at-the-capitol/,+1 850-329-9080
yes,-81.771285,32.4064307,hotel,GA,Home2 Suites by Hilton,Brampton Avenue,1576,Statesboro,https://www.hilton.com/en/hotels/tbrstht-home2-suites-statesboro/,+1 912-259-1900
yes,-115.2431964,36.1927065,hotel,NV,Sonesta Select Las Vegas Summerlin,North Rainbow Boulevard,1901,Las Vegas,https://www.sonesta.com/us/nevada/las-vegas/sonesta-select-las-vegas-summerlin,+1 702-646-4400
limited,-71.4002605,43.57879,hotel,NH,Fireside Inn & Suites at Lake Winnipesaukee,Harris Shore Road,17,Gilford,,
yes,-89.3727209,43.0822645,hotel,,Hotel Indigo,,,,,
yes,-87.2320311,33.8369099,hotel,AL,Hampton Inn Jasper,Industrial Parkway,100,Jasper,https://www.hilton.com/en/hotels/bhmjshx-hampton-jasper/,+1 205-221-3334
yes,-87.5667356,37.9709335,hotel,IN,Doubletree by Hilton Evansville,Walnut Street,601,Evansville,https://www.hilton.com/en/hotels/evveddt-doubletree-evansville/,
yes,-88.1057129,30.8051668,hotel,AL,Hampton Inn & Suites Saraland Mobile,Shell Street,80,Saraland,https://www.hilton.com/en/hotels/mobsmhx-hampton-suites-saraland-mobile/,+1 251-266-7755
yes,-86.638908,34.7153608,hotel,AL,Hilton Garden Inn Huntsville/Space Center,Governors House Drive Southwest,4801,Huntsville,https://www.hilton.com/en/hotels/hsvscgi-hilton-garden-inn-huntsville-space-center/,+1 256-430-1778
yes,-86.7087253,33.4259686,hotel,AL,Holiday Inn Express & Suites Birmingham/Inverness 280,Resource Center Parkway,156,Birmingham,,
yes,-86.8233774,33.4502868,hotel,AL,Drury Inn & Suites Birmingham Lakeshore Drive,State Farm Parkway,160,Birmingham,https://www.druryhotels.com/locations/birmingham-al/drury-inn-and-suites-birmingham-lakeshore-drive,+1-205-940-9500
yes,-86.8232537,33.450966,hotel,AL,Best Western Plus Carlton Suites,State Farm Parkway,140,Birmingham,https://www.bestwestern.com/en_US/book/hotels-in-birmingham/best-western-plus-carlton-suites/propertyCode.01096.html,+1 205-940-9990
yes,-86.8318402,33.4473869,hotel,AL,Four Points by Sheraton Birmingham Homewood,Wildwood Circle North,492,Homewood,https://www.marriott.com/hotels/travel/bhmpw-four-points-birmingham-homewood/,+1-205-942-6070
yes,-86.8313077,33.4639618,hotel,AL,Comfort Inn Birmingham Homewood,Summit Parkway,226,Birmingham,https://www.choicehotels.com/alabama/birmingham/comfort-inn-hotels/al339,+1 205-916-0464
yes,-86.7083724,33.4309589,hotel,AL,La Quinta Inn Birmingham - Inverness,Cahaba Park Circle,513,Birmingham,https://www.wyndhamhotels.com/laquinta/birmingham-alabama/la-quinta-inn-birmingham-inverness/overview,+1 205-995-9990
yes,-86.2427995,32.3608061,hotel,AL,Hilton Garden Inn Montgomery East,Interstate Park Drive,1600,Montgomery,https://www.hilton.com/en/hotels/mgmgigi-hilton-garden-inn-montgomery-east/,+1 334-272-2225
yes,-88.1162487,30.6747688,hotel,AL,Mobile Marriott,Airport Boulevard,3101,Mobile,https://www.marriott.com/hotels/travel/mobmc-mobile-marriott/,+1-251-476-6400
yes,-86.7609055,33.5440289,hotel,AL,Holiday Inn Birmingham-Airport,Richard Arrington Jr Boulevard North,5000,Birmingham,https://www.ihg.com/holidayinn/hotels/us/en/birmingham/bhmap/hoteldetail,+1-205-909-1999
limited,-122.4081436,37.7862332,hotel,,Herbert Hotel,Powell Street,161,,,
yes,-84.6072841,33.7722599,hotel,GA,Hampton Inn & Suites,Bob Arnold Boulevard,999,Lithia Springs,https://www.hilton.com/en/hotels/atlsfhx-hampton-suites-atl-six-flags/,+1 770-745-9990
yes,-84.606833,33.7747322,hotel,GA,Baymont,West Pointe Court,976,Lithia Springs,https://www.wyndhamhotels.com/baymont/lithia-springs-georgia/baymont-inn-and-suites-lithia-springs-atlanta/overview,+1 770-884-4559
yes,-84.604833,33.7743272,hotel,GA,Comfort Inn & Suites Near Six Flags,West Pointe Court,960,Lithia Springs,https://www.choicehotels.com/georgia/villa-rica/comfort-inn-hotels,+1 678-809-7449
yes,-120.99414,37.643884,hotel,CA,Best Western Town House Lodge,16th Street,909,Modesto,https://www.bestwestern.com/en_US/book/hotels-in-modesto/best-western-town-house-lodge/propertyCode.05063.html,+1-209-524-7261
yes,-120.9940162,37.6440895,hotel,CA,Best Western Town House Lodge,16th Street,909,Modesto,https://www.bestwestern.com/en_US/book/hotels-in-modesto/best-western-town-house-lodge/propertyCode.05063.html,+1-209-524-7261
yes,-120.9944154,37.6442043,hotel,CA,Best Western Town House Lodge,16th Street,909,Modesto,https://www.bestwestern.com/en_US/book/hotels-in-modesto/best-western-town-house-lodge/propertyCode.05063.html,+1-209-524-7261
yes,-76.4972057,42.4406962,hotel,NY,Hilton Garden Inn,East Seneca Street,120,Ithaca,https://www.hilton.com/en/hotels/ithiggi-hilton-garden-inn-ithaca/,
yes,-75.2139818,40.0158687,hotel,PA,Residence Inn,Righters Ferry Road,615,Bala Cynwyd,https://www.marriott.com/phlrb,+1-610-747-0550
yes,-78.0332988,41.7640507,hotel,PA,Westgate Inn,US-6,306,Coudersport,,+1 814-274-0400
yes,-106.6409504,39.3098856,camp_site,,Chapman Campground,,,,https://www.fs.usda.gov/recarea/whiteriver/recarea/?recid=40571,
yes,-115.08415,41.0270432,camp_site,,Angel Lake Campground,,,,https://www.fs.usda.gov/recarea/htnf/recarea/?recid=65736,+1-775-752-3357
yes,-121.4710838,38.5702504,hotel,CA,The Fort Sutter Hotel Sacramento,28th Street,1308,Sacramento,,
yes,-117.6706342,33.5460179,hotel,CA,Hampton,Marguerite Parkway,28682,Mission Viejo,https://www.hilton.com/en/hotels/snamvhx-hampton-suites-mission-viejo/,+1 949-429-5222
yes,-117.8800192,33.616518,hotel,CA,"VEA Newport Beach, a Marriott Resort & Spa",Newport Center Drive West,900,Newport Beach,https://www.marriott.com/en-us/hotels/laxnb-vea-newport-beach-marriott-hotel-and-spa/overview/,+1-949-640-4000
limited,-77.4800488,39.8021546,caravan_site,PA,Swift Run - Michaux Campsite #24,,,,https://www.dcnr.pa.gov/StateForests/FindAForest/Michaux/Pages/Camping.aspx,+1 717-352-2211
limited,-77.2972021,40.0180402,caravan_site,PA,Piney Mountain Parking Lot - Michaux Campsite #2,Bendersville Road,1721,Gardners,https://www.dcnr.pa.gov/StateForests/FindAForest/Michaux/Pages/Camping.aspx,+1 717-352-2211
yes,-84.577069,34.0297401,hotel,,InTown Suites Extended Stay – KSU/Kennesaw,Barrett Lakes Boulevard,3174,,https://www.intownsuites.com/extended-stay-hotels/georgia/kennesaw/kennesaw-university/,+1 888-882-0651
yes,-84.5777,34.0308045,hotel,GA,Baymont By Wyndham Kennesaw,Barrett Lakes Boulevard,3192,Kennesaw,https://www.wyndhamhotels.com/baymont/kennesaw-georgia/baymount-inn-and-suites-kennesaw/overview,+1 770-988-6324
yes,-105.8218585,46.3985469,hotel,MT,Sleep Inn & Suites,South Haynes Avenue,1006,Miles City,http://www.sleepinn.com/hotel-miles_city-montana-MT081,+1 406-232-3000
yes,-86.6681905,45.7115164,camp_site,,Fayette State Park Campground,,,,https://www2.dnr.state.mi.us/parksandtrails/details.aspx?id=417&type=SPRK#overview,+1-906-644-2603
yes,-88.7737605,41.923446,hotel,IL,Hampton Inn - DeKalb,South Annie Glidden Road,663,Dekalb,https://www.hilton.com/en/hotels/rfdaghx-hampton-dekalb-near-the-university/,+1 815-748-4.323
yes,-92.3936675,34.8283004,hotel,AR,Hampton Inn Maumelle,Maumelle Boulevard,11920,Maumelle,https://www.hilton.com/en/hotels/litmmhx-hampton-maumelle/,+1 501-851-6600
yes,-73.982912,40.7690103,hotel,NY,Mandarin Oriental,Columbus Circle,80,New York,,+1-212-805-8800
yes,-92.4352406,35.1079998,hotel,AR,Fairfield Inn & Suites Conway,Sanders Road,2260,Conway,https://www.marriott.com/hotels/travel/litcw-fairfield-inn-and-suites-conway/,+1 501-505-8034
yes,-72.0281952,44.0960019,camp_site,NH,River Meadow Campground,Dartmouth College Highway;Dartmouth College Road,3125,North Haverhill,https://www.rivermeadowcampground.com/,+1-603-787-6700
limited,-122.68579,48.2197914,guest_house,WA,Anchorage Inn Bed & Breakfast,North Main Street,807,Coupeville,https://www.anchorage-inn.com/,+1-360-678-5581
yes,-97.3647156,27.7025167,hotel,TX,La Quinta Inn & Suites Corpus Christi Southeast,South Padre Island Drive,5921,Corpus Christi,https://www.wyndhamhotels.com/laquinta/corpus-christi-texas/lq-corpus-christi-southeast/overview,+1 361-985-2200
yes,-78.8489373,38.4260929,hotel,VA,Comfort Inn & Suites,Neff Avenue,262,Harrisonburg,https://www.choicehotels.com/virginia/harrisonburg/comfort-inn-hotels/va748,+1 540-534-0060
yes,-82.1862833,29.1535363,hotel,FL,Holiday Inn Express & Suites Ocala,Southwest 38th Avenue,3580,Ocala,https://www.ihg.com/holidayinnexpress/hotels/us/en/ocala/ocfoa/hoteldetail,+1 352-390-6999
limited,-84.5021998,39.1246675,hotel,OH,Comfort Suites,Reading Road,2347,Cincinnati,https://www.choicehotels.com/ohio/sharonville/rodeway-inn-hotels,+1 513-743-7508
limited,-86.4341731,35.8566715,hotel,TN,Hyatt Place Murfreesboro,Lothric Way,2108,Murfreesboro,https://www.hyatt.com/en-US/hotel/tennessee/hyatt-place-murfreesboro/bnazm,+1 615-995-7920
yes,-100.5476488,42.8684739,hotel,NE,Harmony Inn,E Highway 20,304,Valentine,https://harmonyinn.com/,(402) 376-3131
yes,-117.2015081,33.5628349,hotel,CA,Holiday Inn Express & Suites,Hospitality Place,24761,Murrieta,https://www.ihg.com/holidayinnexpress/hotels/us/en/murrieta/rbkca/hoteldetail,+1 951-319-6880
yes,-122.2671923,37.8707509,hotel,CA,Residence Inn Berkeley,Center Street,2121,Berkeley,https://www.marriott.com/hotels/travel/oakrr-residence-inn-berkeley/,+1 510-982-2100
yes,-76.0878472,43.0919401,hotel,NY,Courtyard Syracuse,Yorktown Circle,6415,East Syracuse,https://www.marriott.com/syrca,+1-315-432-0300
yes,-84.2286339,30.4263199,hotel,FL,Fairfield Inn & Suites Tallahassee Central,Apalachee Parkway,2997,Tallahassee,https://www.marriott.com/hotels/travel/tlhec-fairfield-inn-and-suites-tallahassee-central/,+1 850-210-1210
yes,-86.5316091,39.166277,hotel,IN,Graduate Bloomington,East Kirkwood Avenue,210,Bloomington,https://www.graduatehotels.com/bloomington,+1-812-994-0500
yes,-97.7260334,30.3949533,hotel,TX,Lone Star Court,Domain Drive,10901,Austin,https://www.lonestarcourt.com/,+1 512-814-2625
yes,-76.5913604,39.3000699,hotel,MD,Residence Inn,North Wolfe Street,800,Baltimore,https://www.marriott.com/hotels/travel/bwiea-residence-inn-baltimore-at-the-johns-hopkins-medical-campus/,+1 443-524-8400
yes,-122.7307623,45.5531695,hotel,OR,La Quinta Inn & Suites Portland NW,,,,https://www.lq.com/en,+1 503-497-9044
limited,-122.5286607,38.3666585,guest_house,CA,Olea Hotel,Warm Springs Road,5131,Glen Ellen,https://oleahotel.com/,+1 707 996-5131
yes,-95.392493,29.7775175,hotel,TX,Courtyard by Marriott Houston Heights/I-10,Katy Freeway,3220,Houston,https://www.marriott.com/hotels/travel/houcw-courtyard-houston-heights-i-10/,+1 281-888-5896
yes,-77.0057653,38.8802166,hotel,DC,AC Hotel Washington DC Capitol Hill-Navy Yard,New Jersey Avenue Southeast,867,Washington,https://www.marriott.com/en-us/hotels/wasao-ac-hotel-washington-dc-capitol-hill-navy-yard/overview/,+1-202-488-3600
yes,-97.7435741,30.2690687,hotel,TX,citizenM Austin Downtown,Colorado Street,617,Austin,https://www.citizenm.com/hotels/united-states/austin/austin-downtown-hotel,+1-512-717-7575
yes,-77.0526713,38.8586692,hotel,VA,Crystal Gateway Marriott,Richmond Highway,1700,Arlington,https://www.marriott.com/WASGW,+1 703-920-3230
yes,-80.9970749,29.2053568,hotel,FL,Max Beach Resort,South Atlantic Avenue,1901,Daytona Beach Shores,https://www.maxdaytona.com/,+1-386-999-2555
yes,-119.7025303,39.5274011,hotel,NV,Fairfield Inn & Suites,Brierley Way,2085,Sparks,https://www.marriott.com/en-us/hotels/rnofi-fairfield-inn-and-suites-reno-sparks/overview/,+1 775-355-7700
yes,-80.6959033,32.4432788,hotel,SC,Holiday Inn & Suites,Boundary Street,2225,Beaufort,,
yes,-76.4539141,38.2735631,hotel,,Navy Lodge,,,,,
yes,-80.388187,36.0369321,hotel,,Holiday Inn Express & Suites,,,,,
yes,-82.1357042,29.1866242,hotel,FL,Hilton Garden Inn Ocala Downtown,East Silver Springs Boulevard,120,Ocala,https://www.hilton.com/en/hotels/ocfdtgi-hilton-garden-inn-ocala-downtown/,+1 352-581-6060
yes,-83.1235786,40.0972096,hotel,OH,Residence Inn by Marriott Columbus Dublin,Frantz Road,6364,Dublin,https://www.marriott.com/en-us/hotels/cmhcd-residence-inn-columbus-dublin/overview/,+1 614-389-6600
yes,-81.8977988,41.4760955,hotel,OH,TownePlace Suites,Sperry Drive,25052,Westlake,https://www.marriott.com/en-us/hotels/clets-towneplace-suites-cleveland-westlake/overview/,+1 440-892-4275
yes,-81.8978383,41.4755002,hotel,OH,Courtyard,Sperry Drive,25050,Westlake,https://www.marriott.com/en-us/hotels/clecw-courtyard-cleveland-westlake/overview/,+1 440-871-3756
yes,-81.4801959,41.1774891,hotel,OH,Courtyard by Marriott Akron Stow,Bridgewater Parkway,4047,Stow,https://www.marriott.com/en-us/hotels/cakcy-courtyard-akron-stow/overview/,+1 330-945-9722
yes,-97.7537535,30.2155315,hotel,TX,Aloft Austin South,South Interstate 35 Frontage Road,4108,Austin,https://www.marriott.com,+1 512-401-3281
yes,-93.3538301,45.2064926,hotel,MN,AmericInn by Wyndham Coon Rapids,Northdale Boulevard Northwest,3430,Coon Rapids,https://wyndhamhotels.com/americinn/coon-rapids-minnesota/americinn-lodge-and-suites-coon-rapids/overview,+1-763-323-0010
yes,-109.7467434,32.8463967,hotel,AZ,SpringHill Suites Thatcher,US-70,2855,Thatcher,https://www.marriott.com/en-us/hotels/tusth-springhill-suites-thatcher/,+1 928-428-6900
yes,-122.12525,38.221292,hotel,CA,Comfort Inn Cordelia,Central Place,4441,Fairfield,https://www.choicehotels.com/california/vacaville/quality-inn-hotels,+1 707-376-9018
yes,-120.6419724,35.1382529,hotel,,Vespera Resort on Pismo Beach,,,,,
yes,-79.9405325,32.654472,hotel,SC,The Tides,Center Street,1,Folly Beach,https://www.tidesfollybeach.com/,+1 888 528 0730
yes,-88.559531,39.1365655,hotel,IL,Fairfield Inn & Suites Effingham,North Henrietta Street,1111,Effingham,https://www.marriott.com/en-us/hotels/mtoef-fairfield-inn-and-suites-effingham/overview/,+1 217-540-5454
yes,-89.6357617,40.7393234,hotel,IL,SpringHill Suites,West Lake Avenue,2701,Peoria,https://www.marriott.com/en-us/hotels/piash-springhill-suites-peoria-westlake/overview/,+1 309-681-2700
yes,-80.7445746,35.3104354,hotel,NC,UNC Charlotte Marriott Hotel & Conference Center,Robert D Snyder Road,9041,Charlotte,https://www.marriott.com/en-us/hotels/cltmu-unc-charlotte-marriott-hotel-and-conference-center/overview/,+1 704-978-8000
yes,-81.4649814,28.3927591,hotel,FL,WoodSpring Suites,International Drive,11781,Orlando,,
yes,-85.6796429,43.0192788,hotel,MI,SpringHill Suites,Center Drive Northwest,450,Grand Rapids,https://www.marriott.com/grrsh,+1 616-785-1600
yes,-84.5662483,34.0116719,hotel,GA,Holiday Inn Express,George Busbee Parkway Northwest,2485,Kennesaw,https://www.ihg.com/holidayinnexpress/hotels/us/en/kennesaw/atltm/hoteldetail,+1 770-427-5210
yes,-97.4877156,35.2280118,hotel,OK,Courtyard,Copperfield Drive,770,Norman,https://www.marriott.com/en-us/hotels/okcno-courtyard-norman/overview/,+1 405-701-8900
yes,-97.4142355,31.4432564,hotel,TX,Atria Hotel and RV McGregor,West McGregor Drive,711,McGregor,https://www.magnusonhotels.com/hotel/atria-hotel-and-rv-mcgregor/,+1-254-840-0444
yes,-92.3928312,34.752474,hotel,AR,Delta Hotel by Marriott,South Shackleford Road,201,Lttle Rock,https://delta-hotels.marriott.com/,+1-501-223-3000
yes,-80.1227057,25.8888488,hotel,FL,The St. Regis Bal Harbour Resort,Collins Avenue,9703,Miami Beach,https://www.marriott.com/en-us/hotels/miaxr-the-st-regis-bal-harbour-resort/overview/,+1-305-993-3300
yes,-123.9602432,45.9013492,guest_house,OR,Sea Sprite on the Estuary,North Spruce Street,,Cannon Beach,https://www.seasprite.com,+1 503 4362266
yes,-114.851413,35.9772617,caravan_site,NV,Canyon Trail RV Park,Industrial Road,1200,Boulder City,https://www.canyontrailrvpark.com,+1-702-293-1200
yes,-123.9575323,45.9030367,guest_house,OR,Ecola Creek Lodge,,,Cannon Beach,,
yes,-72.555784,42.88728,hotel,VT,Comfort Inn & Suites,Putney Road,1186,Brattleboro,https://www.choicehotels.com/vermont/brattleboro/comfort-inn-hotels,+1 802-579-1344
